Altium Designer Pick and Place Locations
C:\Users\kavin\Desktop\Bluetooth_Speaker_Setup\Bluetooth_Speaker_Setup\Bluetooth_Speaker_Driver\Project Outputs for Free Documents\Pick Place\Pick Place for PCB(Fabrication Variant).txt

========================================================================================================================
File Design Information:

Date:       16/09/26
Time:       18:59
Revision:   001faec4ccd30f65ce1fd190df22033bef97a918
Variant:    Fabrication Variant
Units used: mil

Designator Comment              Layer    Footprint                    Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                                                                                                                                                              
L7         1.8nH                TopLayer INDC0201                     441.000       1392.000      270      "C98040, LQP03TN1N8B02D, 1.8nH 14@500MHz 150mO 15GHz 600mA Thick Film Inductor 0201 Inductors (SMD) ROHS"                                                                                                                                                                                
L5         1.5nH                TopLayer INDC0201                     493.000       1381.000      180      "C77114, LQP03TN1N5B02D, 1.5nH 14@500MHz 150mO 15GHz 600mA Thick Film Inductor 0201 Inductors (SMD) ROHS"                                                                                                                                                                                
L4         2.2nH                TopLayer INDC0201                     651.000       1380.000      180      "C98041, LQP03TN2N2B02D, 11GHz 14@500MHz 150mO 2.2nH 600mA Thick Film Inductor 0201 Inductors (SMD) ROHS"                                                                                                                                                                                
L3         2.2nH                TopLayer INDC0201                     763.000       1379.000      180      "C98041, LQP03TN2N2B02D, 11GHz 14@500MHz 150mO 2.2nH 600mA Thick Film Inductor 0201 Inductors (SMD) ROHS"                                                                                                                                                                                
L2         10uH                 TopLayer INDC0603X08N                 1014.748      1092.213      0        "C76798, MLZ1608M100WT000, 1.05O 10uH 250mA 2MHz 90mA Multilayer inductor ±20% 0603 Inductors (SMD) ROHS"                                                                                                                                                                                
L1         10uH                 TopLayer INDC0603X08N                 892.701       1096.150      0        "C76798, MLZ1608M100WT000, 1.05O 10uH 250mA 2MHz 90mA Multilayer inductor ±20% 0603 Inductors (SMD) ROHS"                                                                                                                                                                                
J8         JST_B2B-XH-A-GU      TopLayer JST_B2B_XH_A_GU              4842.520      2352.362      90       "C265283, B2B-XH-A-GU, -25?~+85? 1 1x2P 2 2.5mm 250V 2P 3A 5.75mm 7.4mm 7mm Brass Gold K Pin PA66 Through Hole UL94V-0 White XH ??,P=2.5mm Wire To Board Connector ROHS"                                                                                                                 
J7         JST_B2B-XH-A-GU      TopLayer JST_B2B_XH_A_GU              3858.268      305.118       270      "C265283, B2B-XH-A-GU, -25?~+85? 1 1x2P 2 2.5mm 250V 2P 3A 5.75mm 7.4mm 7mm Brass Gold K Pin PA66 Through Hole UL94V-0 White XH ??,P=2.5mm Wire To Board Connector ROHS"                                                                                                                 
J6         JST_B2B-XH-A-GU      TopLayer JST_B2B_XH_A_GU              4478.346      236.220       180      "C265283, B2B-XH-A-GU, -25?~+85? 1 1x2P 2 2.5mm 250V 2P 3A 5.75mm 7.4mm 7mm Brass Gold K Pin PA66 Through Hole UL94V-0 White XH ??,P=2.5mm Wire To Board Connector ROHS"                                                                                                                 
J5         JST_S2P_VH           TopLayer JST_S2P_VH                   5156.693      433.071       0        "C160355, S2P-VH(LF)(SN), -25?~+85? 1 10A 13.9mm 1x2P 2 250V 2P 3.96mm 7.86mm Brass PA66 Right Angle Tin UL94V-0 VH White ??,P=3.96mm Wire To Board Connector ROHS"                                                                                                                      
J4         USB_TYPE_A_FE        TopLayer USB_TYPE_A_FE                477.362       622.047       270      "C456018, AF 90 WJDG, -25?~+85? 1 1.5A 14mm 30V 4P 5,000 times Female Right Angle Type-A USB 2.0 White ?? USB Connectors ROHS"                                                                                                                                                           
J3         JST_GH_8_PIN         TopLayer JST_GH_8_PIN                 1496.063      1793.307      0        "C133062, BM08B-GHS-TBT(LF)(SN), -25?~+85? 1 1.25mm 13.25mm 1A 1x8P 4.05mm 4.32mm 50V 8 8P Auxiliary Solder Pin GH PA9T Phosphor bronze Surface Mount,Vertical Tin UL94V-0 White SMD,P=1.25mm Wire To Board Connector ROHS"                                                              
J2         JST_GH_4_PIN         TopLayer JST_GH_4_PIN                 1585.630      1417.323      270      "C161692, BM04B-GHS-TBT(LF)(SN), -25?~+85? 1 1.25mm 1A 1x4P 4 4.05mm 4.32mm 4P 50V 8.25mm Auxiliary Solder Pin GH PA9T Phosphor bronze Surface Mount,Vertical Tin UL94V-0 White SMD,P=1.25mm Wire To Board Connector ROHS"                                                               
J1         SWD_CONN_2X5P_1.27MM TopLayer CONN_2X5P_1.27MM_-_duplicate 163.976       2029.134      90       "C42372547, HX JN1.27-2x5P ZZ H4.9, -40?~+105? 1.27mm 1.27mm 1A 2 2x5P 5 500V Black Copper Gold IDC Header Through Hole Plugin,P=1.27mm IDC Connectors ROHS"                                                                                                                             
IN3        15uH                 TopLayer INDM7266X30N                 1378.898      354.764       90       "C5189959, CYA0630-15UH, 15uH 3.8A 3A 98mO ±20% SMD,7.2x6.6mm Inductors (SMD) ROHS"                                                                                                                                                                                                      
IN2        4.7uH                TopLayer INDC2520X10N                 2159.449      415.354       180      "C91237, MLP2520S4R7MT0S1, 130mO 1A 4.7uH Multilayer inductor ±20% 1008 Inductors (SMD) ROHS"                                                                                                                                                                                            
IN1        4.7uH                TopLayer INDC2520X10N                 2043.898      815.591       0        "C91237, MLP2520S4R7MT0S1, 130mO 1A 4.7uH Multilayer inductor ±20% 1008 Inductors (SMD) ROHS"                                                                                                                                                                                            
FB7        FB_6A                TopLayer FB0805X12N                   4781.000      872.000       180      "C136227, MPZ2012S300AT000, -55?~+125? 1 10mO 30O@100MHz 6A ±25% 0805 Ferrite Beads ROHS"                                                                                                                                                                                                
FB6        FB_3A                TopLayer FB0603X08N                   4035.000      538.000       180      "C107332, MPZ1608S101ATAH0, -55?~+125? 1 100O@100MHz 30mO 3A ±25% 0603 Ferrite Beads ROHS"                                                                                                                                                                                               
FB5        FB_3A                TopLayer FB0603X08N                   4185.039      314.961       270      "C107332, MPZ1608S101ATAH0, -55?~+125? 1 100O@100MHz 30mO 3A ±25% 0603 Ferrite Beads ROHS"                                                                                                                                                                                               
FB4        FB_3A                TopLayer FB0603X08N                   4400.000      563.000       0        "C107332, MPZ1608S101ATAH0, -55?~+125? 1 100O@100MHz 30mO 3A ±25% 0603 Ferrite Beads ROHS"                                                                                                                                                                                               
FB3        FB_6A                TopLayer FB0805X12N                   3052.000      329.000       90       "C136227, MPZ2012S300AT000, -55?~+125? 1 10mO 30O@100MHz 6A ±25% 0805 Ferrite Beads ROHS"                                                                                                                                                                                                
FB2        FB_3A                TopLayer FB0603X08N                   4546.570      564.827       180      "C107332, MPZ1608S101ATAH0, -55?~+125? 1 100O@100MHz 30mO 3A ±25% 0603 Ferrite Beads ROHS"                                                                                                                                                                                               
FB1        FB_3A                TopLayer FB0603X08N                   1896.000      283.000       180      "C107332, MPZ1608S101ATAH0, -55?~+125? 1 100O@100MHz 30mO 3A ±25% 0603 Ferrite Beads ROHS"                                                                                                                                                                                               
C113       1uF                  TopLayer CAP0805X13N                  4533.000      1589.000      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C112       1uF                  TopLayer CAP0805X13N                  4605.000      1345.000      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C111       1uF                  TopLayer CAP0805X13N                  4605.315      1433.071      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C110       680nF                TopLayer CAPC1206X18N                 5133.858      2460.630      180      "C145012, CC1206KKX7R9BB684, 50V 680nF X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C109       470nF                TopLayer CAPC1206X18N                 5252.000      1608.000      0        "C277483, CC1206KKX7R9BB474, 470nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C108       1uF                  TopLayer CAP0805X13N                  4533.000      1679.000      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C107       470nF                TopLayer CAPC1206X18N                 5251.000      1774.000      0        "C277483, CC1206KKX7R9BB474, 470nF 50V X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C106       1nF                  TopLayer CAPC0603X8N                  4842.000      1912.000      270      "C100040, CC0603KRX7R9BB102, 1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C105       100nF                TopLayer CAPC0603X8N                  4707.000      1912.000      270      "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C104       100uF                TopLayer CAPD6.3XL6.3X77M             4529.528      1992.126      90       "C5246554, HV1V107M0607PZ, -55?~+105? 100uF 2.2mm 2000hrs 35V 6.3mm 7.7mm ±20% SMD,D6.3xL7.7mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                         
C103       680nF                TopLayer CAPC1206X18N                 5136.811      2264.764      180      "C145012, CC1206KKX7R9BB684, 50V 680nF X7R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C102       220uF                TopLayer CAPD6.3XL6.3X77M             4658.000      1062.000      180      "C5246541, HV1E227M0607PZ, -55?~+105? 2.2mm 2000hrs 220uF 25V 6.3mm 7.7mm ±20% SMD,D6.3xL7.7mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                         
C101       1nF                  TopLayer CAPC0603X8N                  5189.961      1465.551      180      "C100040, CC0603KRX7R9BB102, 1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C100       100nF                TopLayer CAPC0603X8N                  5190.945      1398.622      180      "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C99        100uF                TopLayer CAPD6.3XL6.3X77M             5191.000      1216.000      0        "C5246554, HV1V107M0607PZ, -55?~+105? 100uF 2.2mm 2000hrs 35V 6.3mm 7.7mm ±20% SMD,D6.3xL7.7mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                         
C98        1uF                  TopLayer CAP0805X13N                  3219.488      914.370       0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C97        1nF                  TopLayer CAPC0603X8N                  4034.000      406.000       180      "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C96        1nF                  TopLayer CAPC0603X8N                  4034.448      471.457       180      "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C95        1uF                  TopLayer CAP0805X13N                  3367.126      690.945       0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C94        1uF                  TopLayer CAP0805X13N                  3367.126      777.559       0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C93        1nF                  TopLayer CAPC0603X8N                  4118.110      202.756       90       "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C92        1nF                  TopLayer CAPC0603X8N                  4185.039      202.756       90       "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C91        1uF                  TopLayer CAP0805X13N                  3375.047      1136.173      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C90        220nF                TopLayer CAPC1206X18N                 4030.000      680.000       0        "C464977, GRM31C5C1H224JE02L, 220nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C89        1uF                  TopLayer CAP0805X13N                  3375.047      1223.772      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C88        220nF                TopLayer CAPC1206X18N                 4245.000      680.000       180      "C464977, GRM31C5C1H224JE02L, 220nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C87        1uF                  TopLayer CAP0805X13N                  3372.000      1026.000      0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C86        1nF                  TopLayer CAPC0603X8N                  4400.524      431.953       0        "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C85        1nF                  TopLayer CAPC0603X8N                  4400.524      498.882       0        "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C84        220nF                TopLayer CAPC1206X18N                 4301.000      865.000       90       "C464977, GRM31C5C1H224JE02L, 220nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C83        220nF                TopLayer CAPC1206X18N                 4302.000      1061.000      270      "C464977, GRM31C5C1H224JE02L, 220nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C82        1nF                  TopLayer CAPC0603X8N                  3795.000      1302.000      0        "C100040, CC0603KRX7R9BB102, 1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C81        100nF                TopLayer CAPC0603X8N                  3795.000      1370.000      0        "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C80        100uF                TopLayer CAPD6.3XL6.3X77M             4163.386      1299.213      0        "C5246554, HV1V107M0607PZ, -55?~+105? 100uF 2.2mm 2000hrs 35V 6.3mm 7.7mm ±20% SMD,D6.3xL7.7mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                         
C79        220uF                TopLayer CAPD6.3XL6.3X77M             3278.000      320.000       270      "C5246541, HV1E227M0607PZ, -55?~+105? 2.2mm 2000hrs 220uF 25V 6.3mm 7.7mm ±20% SMD,D6.3xL7.7mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                         
C78        1nF                  TopLayer CAPC0603X8N                  4546.570      433.921       180      "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C77        1nF                  TopLayer CAPC0603X8N                  4546.570      500.850       180      "C106246, CC0603JRNPO9BN102, 1nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C76        1nF                  TopLayer CAPC0603X8N                  3882.000      862.000       270      "C100040, CC0603KRX7R9BB102, 1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C75        100nF                TopLayer CAPC0603X8N                  3946.000      862.000       270      "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C74        100uF                TopLayer CAPD6.3XL6.3X77M             3734.252      663.386       180      "C5246554, HV1V107M0607PZ, -55?~+105? 100uF 2.2mm 2000hrs 35V 6.3mm 7.7mm ±20% SMD,D6.3xL7.7mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                         
C73        10uF                 TopLayer CAPD6.3XL5.8X61M             2789.370      1916.339      270      "C5246550, HV1V106M0605PZ, -55?~+105? 10uF 2.2mm 2000hrs 35V 5.8mm 6.3mm ±20% SMD,D6.3xL5.8mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                          
C72        10uF                 TopLayer CAPD6.3XL5.8X61M             3139.764      1916.339      270      "C5246550, HV1V106M0605PZ, -55?~+105? 10uF 2.2mm 2000hrs 35V 5.8mm 6.3mm ±20% SMD,D6.3xL5.8mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                          
C71        10uF                 TopLayer CAPD6.3XL5.8X61M             3285.433      1495.079      90       "C5246550, HV1V106M0605PZ, -55?~+105? 10uF 2.2mm 2000hrs 35V 5.8mm 6.3mm ±20% SMD,D6.3xL5.8mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                          
C70        10uF                 TopLayer CAPD6.3XL5.8X61M             2935.039      1495.079      90       "C5246550, HV1V106M0605PZ, -55?~+105? 10uF 2.2mm 2000hrs 35V 5.8mm 6.3mm ±20% SMD,D6.3xL5.8mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                          
C69        390nF                TopLayer CAPC0805X14N                 4082.677      2200.787      90       "C1854267, CC0805KKX7R9BB394, 390nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                 
C68        390nF                TopLayer CAPC0805X14N                 3381.890      2070.866      0        "C1854267, CC0805KKX7R9BB394, 390nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                 
C67        10uF                 TopLayer CAPD6.3XL5.8X61M             4164.370      1581.693      180      "C5246550, HV1V106M0605PZ, -55?~+105? 10uF 2.2mm 2000hrs 35V 5.8mm 6.3mm ±20% SMD,D6.3xL5.8mm Polymer Aluminum Capacitors ROHS"                                                                                                                                                          
C66        100nF                TopLayer CAPC1206X18N                 4309.055      1930.118      270      "C97946, GRM31C5C1H104JA01L, 100nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C65        100nF                TopLayer CAPC1206X18N                 3861.220      1935.039      90       "C97946, GRM31C5C1H104JA01L, 100nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C64        1uF                  TopLayer CAP0805X13N                  1486.000      968.000       270      "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C63        100nF                TopLayer CAPC0603X8N                  1452.000      675.000       180      "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C62        10uF                 TopLayer CAPC0805X14N                 1456.000      592.000       180      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C61        100nF                TopLayer CAPC0603X8N                  4845.512      452.228       0        "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C60        1uF                  TopLayer CAP0805X13N                  4846.512      546.984       0        "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C59        470uF                TopLayer CAPD10XL11.1X10.2M           5164.000      793.000       90       "C3350, RVT1V471M1010, -55?~+105? 10.2mm 10mm 2000hrs@105? 35V 470uF ±20% SMD,D10xL10.2mm Aluminum Electrolytic Capacitors - SMD ROHS"                                                                                                                                                   
C58        1uF                  TopLayer CAP0805X13N                  934.000       773.000       270      "C28323, CL21B105KBFNNNE, 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                       
C57        100nF                TopLayer CAPC0603X8N                  1093.000      649.000       0        "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C56        10uF                 TopLayer CAPC0805X14N                 1074.803      568.898       0        "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C55        75pF                 TopLayer CAPC0603X8N                  1563.000      332.000       90       "C282074, CC0603JRNPO9BN750, 50V 75pF NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C54        100nF                TopLayer CAPC0603X8N                  1765.000      409.000       270      "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C53        10uF                 TopLayer CAPC0805X14N                 1914.291      367.756       180      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C52        22uF                 TopLayer CAPC1210X25N                 1039.370      244.094       0        "C309062, CL32B226KAJNNNE, 22uF 25V X7R ±10% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C51        22uF                 TopLayer CAPC1210X25N                 1039.370      411.417       0        "C309062, CL32B226KAJNNNE, 22uF 25V X7R ±10% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C50        100nF                TopLayer CAPC0603X8N                  1563.000      217.000       90       "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C49        10uF                 TopLayer CAPC0805X14N                 2873.000      556.000       180      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C48        10uF                 TopLayer CAPC0805X14N                 2501.968      1192.913      0        "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C47        10uF                 TopLayer CAPC0805X14N                 2875.984      791.339       270      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C46        10nF                 TopLayer CAPC0603X8N                  2767.716      903.543       180      "C100042, CC0603KRX7R9BB103, 10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C45        10uF                 TopLayer CAPC0805X14N                 2958.000      1003.000      180      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C44        10nF                 TopLayer CAPC0603X8N                  2912.000      1098.000      0        "C100042, CC0603KRX7R9BB103, 10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C43        10nF                 TopLayer CAPC0603X8N                  2764.000      546.000       90       "C100042, CC0603KRX7R9BB103, 10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C42        10nF                 TopLayer CAPC0603X8N                  2620.000      1228.000      90       "C100042, CC0603KRX7R9BB103, 10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C41        22uF                 TopLayer CAPC1210X25N                 2474.409      385.827       90       "C309062, CL32B226KAJNNNE, 22uF 25V X7R ±10% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C40        22pF                 TopLayer CAPC0603X8N                  2684.000      494.000       90       "C105620, CC0603JRNPO9BN220, 22pF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C39        100nF                TopLayer CAPC0603X8N                  2080.236      655.590       270      "C14663, CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C38        4.7uF                TopLayer CAP0805X13N                  1933.071      631.890       90       "C354262, CC0805KKX7R8BB475, 25V 4.7uF X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C37        220nF                TopLayer CAPC1206X18N                 2635.157      660.787       270      "C464977, GRM31C5C1H224JE02L, 220nF 50V C0G ±5% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C36        10nF                 TopLayer CAPC0603X8N                  2375.236      845.590       270      "C100042, CC0603KRX7R9BB103, 10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C35        4.7nF                TopLayer CAPC0603X8N                  2385.236      740.591       180      "C106218, CC0603KRX7R9BB472, 4.7nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C34        4.7uF                TopLayer CAP0805X13N                  1925.236      830.590       270      "C354262, CC0805KKX7R8BB475, 25V 4.7uF X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                  
C33        22uF                 TopLayer CAPC1210X25N                 2439.173      1036.220      270      "C309062, CL32B226KAJNNNE, 22uF 25V X7R ±10% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                     
C32        22pF                 TopLayer CAPC0603X8N                  2220.236      870.591       180      "C105620, CC0603JRNPO9BN220, 22pF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                    
C31        100pF                TopLayer CAPC0603X8N                  2105.394      1312.126      180      "C14663 ,CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C30        10uF                 TopLayer CAPC0805X14N                 2086.929      1237.126      180      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C29        2.2nF                TopLayer CAPC0603X8N                  2666.339      1425.197      0        "C107043, CC0603JRNPO9BN222, 2.2nF 50V NP0 ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
C28        10uF                 TopLayer CAPC0805X14N                 2275.394      1268.661      270      "C95841, CL21B106KOQNNNE, 10uF 16V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                      
C27        100pF                TopLayer CAPC0603X8N                  2350.394      1287.126      270      "C14663 ,CC0603KRX7R9BB104, 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                                                                                                                                                   
